Date,Adj Close,Close,High,Low,Open,Volume
2004-09-21 00:00:00+00:00,2.927808762,2.934998989,2.999258041,2.926779985,2.984065056,145262446
2004-09-22 00:00:00+00:00,2.941224813,2.948447943,2.980577946,2.909344912,2.924040079,152344894
2004-09-23 00:00:00+00:00,3.001848936,3.009221077,3.054301977,2.9145751,2.959906101,171524515
2004-09-24 00:00:00+00:00,2.97725153,2.984563112,3.090914011,2.982820034,3.012208939,183336625
2004-09-27 00:00:00+00:00,2.938244343,2.945460081,3.010715008,2.934003115,2.977838039,141994242
2004-09-28 00:00:00+00:00,3.151916504,3.159657001,3.173105955,2.994028091,3.0211761,340190355
2004-09-29 00:00:00+00:00,3.256765127,3.264763117,3.362895012,3.14396596,3.155672073,613229953
2004-09-30 00:00:00+00:00,3.219993114,3.227900982,3.295149088,3.212956905,3.23537302,276468402
2004-10-01 00:00:00+00:00,3.294033527,3.30212307,3.343467951,3.210465908,3.257788897,303934969
2004-10-04 00:00:00+00:00,3.355650187,3.363890886,3.408972025,3.338237047,3.368623972,261693228
2004-10-05 00:00:00+00:00,3.437889099,3.446331978,3.450316906,3.293654919,3.353929043,300887589
2004-10-06 00:00:00+00:00,3.405838728,3.414202929,3.448324919,3.387304068,3.425909042,268900140
2004-10-07 00:00:00+00:00,3.449814796,3.458287001,3.483941078,3.40100193,3.410218,283643194
2004-10-08 00:00:00+00:00,3.421988249,3.430392027,3.478960037,3.412708044,3.455049992,222442656
2004-10-11 00:00:00+00:00,3.360619783,3.368872881,3.458537102,3.333754063,3.412209988,210437827
2004-10-12 00:00:00+00:00,3.413789272,3.422173023,3.427402973,3.322546005,3.348448992,234419380
2004-10-13 00:00:00+00:00,3.500748634,3.509346008,3.575349092,3.488923073,3.569619894,397203256
2004-10-14 00:00:00+00:00,3.528078556,3.536742926,3.546207905,3.451065063,3.512085915,209835578
2004-10-15 00:00:00+00:00,3.580503225,3.589296103,3.623917103,3.535497904,3.609719992,265150137
2004-10-18 00:00:00+00:00,3.705973864,3.715075016,3.71607089,3.517066956,3.566631079,282061287
2004-10-19 00:00:00+00:00,3.675662279,3.684689045,3.795773029,3.669994116,3.748450041,363918964
2004-10-20 00:00:00+00:00,3.490561962,3.499134064,3.71084094,3.476967096,3.686929941,456613107
2004-10-21 00:00:00+00:00,3.71143961,3.720554113,3.739233971,3.5272789,3.596518993,585767401
2004-10-22 00:00:00+00:00,4.284132004,4.294652939,4.487430096,4.086681843,4.247579098,1481207196
2004-10-25 00:00:00+00:00,4.656070232,4.667504787,4.842598915,4.2976408,4.393531799,1315480331
2004-10-26 00:00:00+00:00,4.516935349,4.528028011,4.798016071,4.483195782,4.641104221,895628499
2004-10-27 00:00:00+00:00,4.620541573,4.631888866,4.720306873,4.527280807,4.550941944,536262538
2004-10-28 00:00:00+00:00,4.802659988,4.814454079,4.841601849,4.622673035,4.649571896,596097978
2004-10-29 00:00:00+00:00,4.736570358,4.748202801,4.980082989,4.747206211,4.953681946,849672890
2004-11-01 00:00:00+00:00,4.870488167,4.88244915,4.923295975,4.763894081,4.820681095,490828877
2004-11-02 00:00:00+00:00,4.841668129,4.853558064,4.962648869,4.815451145,4.950942993,455553149
2004-11-03 00:00:00+00:00,4.762160778,4.773856163,5.021179199,4.75094223,4.935998917,557630330
2004-11-04 00:00:00+00:00,4.58898735,4.60025692,4.74222517,4.566633224,4.693408012,578544429
2004-11-05 00:00:00+00:00,4.207606792,4.217939854,4.540481091,4.198015213,4.532511234,796297573
2004-11-08 00:00:00+00:00,4.287112236,4.2976408,4.369622231,4.219184875,4.257293224,449349985
2004-11-09 00:00:00+00:00,4.191457748,4.201751232,4.363644123,4.116321087,4.336246967,444226854
2004-11-10 00:00:00+00:00,4.170586586,4.180829048,4.296894073,4.14272213,4.250816822,427355853
2004-11-11 00:00:00+00:00,4.547246456,4.558413982,4.576595783,4.173605919,4.212460995,601666773
2004-11-12 00:00:00+00:00,4.521903992,4.533009052,4.727281094,4.418438911,4.613458157,672354740
2004-11-15 00:00:00+00:00,4.593210697,4.604491234,4.690419197,4.452063084,4.494403839,477844390
2004-11-16 00:00:00+00:00,4.286864281,4.297391891,4.469995022,4.254802227,4.420928955,839832142
2004-11-17 00:00:00+00:00,4.285870552,4.296395779,4.420928955,4.209222794,4.209721088,728034662
2004-11-18 00:00:00+00:00,4.16263628,4.172859192,4.344216824,4.127778053,4.241352081,667677273
2004-11-19 00:00:00+00:00,4.208848953,4.219184875,4.233631134,4.147453785,4.211712837,352086780
2004-11-22 00:00:00+00:00,4.102013111,4.112086773,4.221675873,4.017691135,4.096395969,496582362
2004-11-23 00:00:00+00:00,4.162139416,4.172360897,4.254802227,4.146955967,4.183568954,498393124
2004-11-24 00:00:00+00:00,4.342021942,4.352684975,4.413705826,4.296645164,4.354178905,613531078
2004-11-26 00:00:00+00:00,4.457056999,4.468002796,4.483942986,4.366632938,4.3785882,260175560
2004-11-29 00:00:00+00:00,4.498301029,4.509347916,4.556670189,4.421177864,4.492162228,428263241
2004-11-30 00:00:00+00:00,4.521407604,4.532511234,4.557916164,4.489422798,4.500879765,309154460
2004-12-01 00:00:00+00:00,4.471220016,4.482200146,4.545462132,4.471988201,4.53176403,315743063
2004-12-02 00:00:00+00:00,4.457305908,4.468252182,4.520804882,4.447081089,4.480704784,251374696
2004-12-03 00:00:00+00:00,4.482151508,4.493158817,4.509596825,4.423419952,4.481951237,235647968
2004-12-06 00:00:00+00:00,4.3800354,4.390791893,4.500630856,4.384067059,4.461526871,251097661
2004-12-07 00:00:00+00:00,4.25928545,4.269745827,4.388551235,4.247828007,4.383568764,275866153
2004-12-08 00:00:00+00:00,4.223259449,4.233631134,4.325786114,4.202497959,4.242846966,302802741
2004-12-09 00:00:00+00:00,4.308977127,4.319559097,4.321302891,4.196022034,4.240355968,307307563
2004-12-10 00:00:00+00:00,4.264751434,4.275225163,4.35567379,4.266259193,4.319559097,173335277
2004-12-13 00:00:00+00:00,4.234936714,4.245337009,4.313333035,4.220430851,4.288177013,193466452
2004-12-14 00:00:00+00:00,4.439665318,4.450568199,4.453805923,4.22416687,4.259036064,445198482
2004-12-15 00:00:00+00:00,4.46674633,4.477715969,4.500380993,4.400008202,4.433134079,460559845
2004-12-16 00:00:00+00:00,4.384507656,4.395275116,4.495399952,4.382324219,4.407230854,344197318
2004-12-17 00:00:00+00:00,4.474199772,4.485188007,4.495648861,4.397267818,4.402497768,296555412
2004-12-20 00:00:00+00:00,4.596937656,4.608226776,4.69390583,4.529770851,4.533009052,394854485
2004-12-21 00:00:00+00:00,4.565383911,4.576595783,4.679460049,4.567877769,4.640357018,221479058
2004-12-22 00:00:00+00:00,4.628740788,4.640108109,4.65380621,4.558165073,4.580331802,156865776
2004-12-23 00:00:00+00:00,4.668492794,4.679957867,4.697392941,4.63263607,4.668749809,145125936
2004-12-27 00:00:00+00:00,4.768124104,4.779833794,4.814454079,4.70984602,4.711091995,245079187
2004-12-28 00:00:00+00:00,4.789243698,4.801004887,4.820681095,4.757418156,4.784814835,166453579
2004-12-29 00:00:00+00:00,4.792721748,4.804491997,4.819933891,4.776596069,4.776596069,107525527
2004-12-30 00:00:00+00:00,4.909496307,4.921553135,4.937243938,4.778339863,4.806234837,237057231
2004-12-31 00:00:00+00:00,4.789988995,4.80175209,4.978340149,4.796022892,4.962151051,307889737
2005-01-03 00:00:00+00:00,5.036457539,5.048826218,5.071989059,4.868253231,4.91657114,636143518
2005-01-04 00:00:00+00:00,4.832474232,4.844342232,5.054305077,4.818936825,5.016198158,552298420
2005-01-05 00:00:00+00:00,4.807877541,4.819684982,4.904118061,4.787804127,4.818190098,330698912
2005-01-06 00:00:00+00:00,4.684643269,4.696147919,4.879211903,4.675475121,4.858788013,417041336
2005-01-07 00:00:00+00:00,4.816325188,4.828153133,4.838116169,4.701876163,4.748202801,387964757
2005-01-10 00:00:00+00:00,4.84638834,4.858290195,4.934006214,4.777841091,4.844342232,302714411
2005-01-11 00:00:00+00:00,4.808622837,4.820432186,4.924293041,4.811464787,4.872238159,279391317
2005-01-12 00:00:00+00:00,4.854338646,4.866260052,4.879959106,4.744716167,4.840107918,328338096
2005-01-13 00:00:00+00:00,4.853096485,4.86501503,4.916322231,4.833134174,4.866260052,275002929
2005-01-14 00:00:00+00:00,4.968380928,4.980582237,4.981577873,4.835126877,4.881701946,387057368
2005-01-18 00:00:00+00:00,5.066023827,5.078464985,5.106359959,4.947954178,5.005487919,528878966
2005-01-19 00:00:00+00:00,4.902042389,4.914081097,5.113334179,4.899385929,5.097145081,451995865
2005-01-20 00:00:00+00:00,4.818063736,4.829895973,4.887928963,4.782075882,4.794528961,361413608
2005-01-21 00:00:00+00:00,4.677934647,4.689423084,4.865762234,4.685438156,4.845337868,371724110
2005-01-24 00:00:00+00:00,4.490102291,4.50112915,4.715575218,4.491166115,4.699635029,563010421
2005-01-25 00:00:00+00:00,4.400658131,4.411465168,4.53898716,4.390791893,4.531515121,427966132
2005-01-26 00:00:00+00:00,4.701786041,4.71333313,4.717566967,4.462025166,4.465013981,494161321
2005-01-27 00:00:00+00:00,4.672966003,4.684442043,4.703868866,4.612709999,4.701377869,266089645
2005-01-28 00:00:00+00:00,4.729116917,4.740730762,4.849324226,4.641104221,4.732759953,490158373
2005-01-31 00:00:00+00:00,4.860301971,4.872238159,4.890668869,4.775102139,4.824168205,385306832
2005-02-01 00:00:00+00:00,4.767876148,4.779584885,4.898140907,4.747953892,4.84135294,756384528
2005-02-02 00:00:00+00:00,5.117205143,5.129772186,5.399759769,5.072486877,5.368627071,1316889593
2005-02-03 00:00:00+00:00,5.238948822,5.251814842,5.314331055,5.126036167,5.130519867,521471303
2005-02-04 00:00:00+00:00,5.07745266,5.089921951,5.17435503,5.046085835,5.142475128,594993855
2005-02-07 00:00:00+00:00,4.870488167,4.88244915,5.140730858,4.869497776,5.112338066,520359150
2005-02-08 00:00:00+00:00,4.935335636,4.947455883,4.981826782,4.845088959,4.905612946,460921194
2005-02-09 00:00:00+00:00,4.759925842,4.771615028,5.021179199,4.718812943,5.000257969,689434520
2005-02-10 00:00:00+00:00,4.670481205,4.681951046,4.787305832,4.613955975,4.781328201,762154073
2005-02-11 00:00:00+00:00,4.656070232,4.667504787,4.790046215,4.63437891,4.649074078,526606480
2005-02-14 00:00:00+00:00,4.794957638,4.806733131,4.80897522,4.508102894,4.554180145,1548269624
2005-02-15 00:00:00+00:00,4.850611687,4.862524033,4.977344036,4.80897522,4.821926117,1035177611
2005-02-16 00:00:00+00:00,4.92962122,4.941727161,4.964641094,4.839361191,4.849324226,663770685
2005-02-17 00:00:00+00:00,4.916950226,4.929025173,4.975101948,4.901876926,4.927280903,418137429
2005-02-18 00:00:00+00:00,4.91819191,4.930270195,4.952436924,4.898140907,4.944218159,340708289
2005-02-22 00:00:00+00:00,4.754707336,4.766384125,4.953930855,4.741975784,4.894155979,541369609
2005-02-23 00:00:00+00:00,4.818809986,4.830644131,4.843843937,4.698886871,4.814454079,625776806
2005-02-24 00:00:00+00:00,4.693090439,4.70461607,4.728526115,4.538737774,4.567131042,1036442333
2005-02-25 00:00:00+00:00,4.618056774,4.629397869,4.730269909,4.620430946,4.711091995,400435325
2005-02-28 00:00:00+00:00,4.67072916,4.682199955,4.729023933,4.628900051,4.63263607,313908211
2005-03-01 00:00:00+00:00,4.622777462,4.634130001,4.726036072,4.533009052,4.714579105,373844027
2005-03-02 00:00:00+00:00,4.600913048,4.612212181,4.674230099,4.591788769,4.631390095,292512314
2005-03-03 00:00:00+00:00,4.646380424,4.657791138,4.676221848,4.590544224,4.635873795,305484756
2005-03-04 00:00:00+00:00,4.618802071,4.630145073,4.663768768,4.609473228,4.65007019,271979640
2005-03-07 00:00:00+00:00,4.691102505,4.70262289,4.722300053,4.658289909,4.676970005,347995502
2005-03-08 00:00:00+00:00,4.601409912,4.612709999,4.728526115,4.606982231,4.70984602,323050350
2005-03-09 00:00:00+00:00,4.505754471,4.516819954,4.599011898,4.487181187,4.588053226,456119263
2005-03-10 00:00:00+00:00,4.471715927,4.482697964,4.513083935,4.418438911,4.508351803,440063306
2005-03-11 00:00:00+00:00,4.417552471,4.428400993,4.506856918,4.412211895,4.49415493,322335682
2005-03-14 00:00:00+00:00,4.347736835,4.358414173,4.44334507,4.298140049,4.44160223,447535208
2005-03-15 00:00:00+00:00,4.43767786,4.448575974,4.483195782,4.33898592,4.36613512,418446584
2005-03-16 00:00:00+00:00,4.362892628,4.373607159,4.448575974,4.358911991,4.401003838,285317446
2005-03-17 00:00:00+00:00,4.454572201,4.465511799,4.474228859,4.3785882,4.411714077,331662510
2005-03-18 00:00:00+00:00,4.47320652,4.484191895,4.493158817,4.441103935,4.453557014,284663002
2005-03-21 00:00:00+00:00,4.494077206,4.505114079,4.537242889,4.414702892,4.465013981,300470030
2005-03-22 00:00:00+00:00,4.437429428,4.448327065,4.531515121,4.429646969,4.512586117,226112360
2005-03-23 00:00:00+00:00,4.446870327,4.457790852,4.489172935,4.43263483,4.43263483,194526410
2005-03-24 00:00:00+00:00,4.453578949,4.464516163,4.504615784,4.463271141,4.500630856,148763520
2005-03-28 00:00:00+00:00,4.507493019,4.518562794,4.602747917,4.506856918,4.525039196,350830087
2005-03-29 00:00:00+00:00,4.461529255,4.472486019,4.564889908,4.435125828,4.509347916,259890496
2005-03-30 00:00:00+00:00,4.483393669,4.494403839,4.519310951,4.473233223,4.499135971,250378977
2005-03-31 00:00:00+00:00,4.484883785,4.49589777,4.517816067,4.424416065,4.432137012,271758815
2005-04-01 00:00:00+00:00,4.47320652,4.484191895,4.556670189,4.482946873,4.527031898,248206866
2005-04-04 00:00:00+00:00,4.603646755,4.614952087,4.615698814,4.479210854,4.481951237,324266893
2005-04-05 00:00:00+00:00,4.685140133,4.696646214,4.73873806,4.671739101,4.67572403,350777892
2005-04-06 00:00:00+00:00,4.701289654,4.712834835,4.723545074,4.67198801,4.71333313,210891521
2005-04-07 00:00:00+00:00,4.814088345,4.825911045,4.847331047,4.698389053,4.701876163,389141150
2005-04-08 00:00:00+00:00,4.771602631,4.783320904,4.859285831,4.768376827,4.824168205,205431131
2005-04-11 00:00:00+00:00,4.800920486,4.812710762,4.851813793,4.790046215,4.809224129,217231195
2005-04-12 00:00:00+00:00,4.819057941,4.83089304,4.842350006,4.717566967,4.80698204,293881426
2005-04-13 00:00:00+00:00,4.793467522,4.805239201,4.839859009,4.725537777,4.818687916,263214910
2005-04-14 00:00:00+00:00,4.756695271,4.768376827,4.840855122,4.734753132,4.813706875,247030473
2005-04-15 00:00:00+00:00,4.596440792,4.607728958,4.740730762,4.599260807,4.734753132,464831797
2005-04-18 00:00:00+00:00,4.645386696,4.656795025,4.679460049,4.570119858,4.597268105,262994085
2005-04-19 00:00:00+00:00,4.75545311,4.767131805,4.782075882,4.683196068,4.715575218,338463908
2005-04-20 00:00:00+00:00,4.921918869,4.934006214,4.993782043,4.879460812,4.945960999,620376641
2005-04-21 00:00:00+00:00,5.073974133,5.086434841,5.105862141,4.964392185,4.991789818,712737539
2005-04-22 00:00:00+00:00,5.361935139,5.375102997,5.579088211,5.33649683,5.551691055,1333182435
2005-04-25 00:00:00+00:00,5.553742886,5.567381859,5.597518921,5.417693138,5.425165176,796574608
2005-04-26 00:00:00+00:00,5.434980869,5.448328018,5.52927494,5.436871052,5.484941006,693469588
2005-04-27 00:00:00+00:00,5.460571766,5.473981857,5.500631809,5.398265839,5.429399014,412131000
2005-04-28 00:00:00+00:00,5.452373028,5.465763092,5.531267166,5.422424793,5.467008114,348613811
2005-04-29 00:00:00+00:00,5.466038704,5.479462147,5.535501957,5.425165176,5.527032852,368182886
2005-05-02 00:00:00+00:00,5.522934914,5.53649807,5.571616173,5.484692097,5.530519962,392160425
2005-05-03 00:00:00+00:00,5.619832516,5.63363409,5.682450771,5.512338161,5.525538921,713873782
2005-05-04 00:00:00+00:00,5.67722559,5.691167831,5.725539207,5.653808117,5.659536839,485151677
2005-05-05 00:00:00+00:00,5.639460564,5.653309822,5.694157124,5.625913143,5.694157124,301509913
2005-05-06 00:00:00+00:00,5.665299892,5.679213047,5.709847927,5.640607834,5.688676834,271570110
2005-05-09 00:00:00+00:00,5.615609169,5.629399776,5.691167831,5.614705086,5.678715229,222302131
2005-05-10 00:00:00+00:00,5.659833908,5.673733234,5.673733234,5.597021103,5.615701199,254783425
2005-05-11 00:00:00+00:00,5.746545315,5.760657787,5.777842999,5.676970959,5.702874184,460873014
2005-05-12 00:00:00+00:00,5.682692051,5.696648121,5.784070015,5.683695793,5.748702049,359269602
2005-05-13 00:00:00+00:00,5.695611954,5.709599018,5.755675793,5.661777973,5.708105087,297731805
2005-05-16 00:00:00+00:00,5.740581989,5.754680157,5.768877029,5.692912102,5.720558167,228107811
2005-05-17 00:00:00+00:00,5.7922616,5.80648613,5.814455986,5.733509064,5.742475986,313526787
2005-05-18 00:00:00+00:00,5.942080021,5.956673145,5.976847172,5.816198826,5.818440914,494325936
2005-05-19 00:00:00+00:00,5.942576885,5.957170963,6.006734848,5.934505939,5.986063004,390116793
2005-05-20 00:00:00+00:00,6.002951622,6.017693996,6.019188881,5.968876839,6.007731915,327763952
2005-05-23 00:00:00+00:00,6.346815586,6.362401962,6.428404808,6.045092106,6.056300163,858738744
2005-05-24 00:00:00+00:00,6.360480785,6.376101017,6.611219883,6.31383419,6.400011063,1166078427
2005-05-25 00:00:00+00:00,6.479988575,6.495902061,6.500135899,6.242352009,6.2946558,725023418
2005-05-26 00:00:00+00:00,6.439986229,6.455801964,6.569375992,6.433385849,6.499638081,543895039
2005-05-27 00:00:00+00:00,6.60893631,6.625166893,6.626412868,6.457046986,6.487184048,489190760
2005-05-31 00:00:00+00:00,6.888947487,6.905865192,6.934010029,6.709103107,6.710597038,892805959
2005-06-01 00:00:00+00:00,7.155540466,7.173112869,7.294907093,7.024171829,7.053562164,1412944285
2005-06-02 00:00:00+00:00,7.153056145,7.170622826,7.217446804,7.088430882,7.191295147,721658854
2005-06-03 00:00:00+00:00,6.963235378,6.980336189,7.20549202,6.909351826,7.142975807,754108027
2005-06-06 00:00:00+00:00,7.228586674,7.246338844,7.316327095,7.01943922,7.033387184,904413304
2005-06-07 00:00:00+00:00,7.282749653,7.300634861,7.461781025,7.230399132,7.399764061,976566743
2005-06-08 00:00:00+00:00,6.94584322,6.962901115,7.302379131,6.924046993,7.29391098,1031889331
2005-06-09 00:00:00+00:00,7.113551617,7.131021023,7.185566902,6.987808228,7.091420174,660109011
2005-06-10 00:00:00+00:00,7.018889904,7.03612709,7.155180931,6.974358082,7.147957802,509767599
2005-06-13 00:00:00+00:00,7.025101662,7.042354107,7.078218937,6.887185097,6.969377041,514047581
2005-06-14 00:00:00+00:00,6.915780067,6.932764053,7.004744053,6.917819977,6.938742161,405189077
2005-06-15 00:00:00+00:00,6.827578545,6.844346046,6.906611919,6.660783768,6.849327087,838454999
2005-06-16 00:00:00+00:00,6.893170834,6.91009903,6.931519032,6.801257133,6.830895901,500364485
2005-06-17 00:00:00+00:00,6.96422863,6.981331825,6.981331825,6.871743202,6.948954105,418940428
2005-06-20 00:00:00+00:00,7.123241901,7.140735149,7.164894104,6.76788187,6.876474857,844140229
2005-06-21 00:00:00+00:00,7.151565075,7.169127941,7.230399132,7.097646236,7.17485714,607560783
2005-06-22 00:00:00+00:00,7.187839508,7.20549202,7.28071022,7.189801216,7.214707851,420530365
2005-06-23 00:00:00+00:00,7.198026657,7.215703964,7.342728138,7.135753155,7.173112869,564363474
2005-06-24 00:00:00+00:00,7.385363102,7.40350008,7.422180176,7.212465763,7.245343208,713512433
2005-06-27 00:00:00+00:00,7.555554867,7.574110031,7.583325863,7.319066048,7.444595814,714785186
2005-06-28 00:00:00+00:00,7.503378391,7.521805763,7.70238018,7.521805763,7.628407001,764314139
2005-06-29 00:00:00+00:00,7.272812366,7.290672779,7.581083775,7.276475906,7.534259796,734691521
2005-06-30 00:00:00+00:00,7.308341026,7.326289177,7.445343018,7.248829842,7.331021786,606039101
2005-07-01 00:00:00+00:00,7.236289024,7.254059792,7.378344059,7.203499794,7.348455906,370487492
2005-07-05 00:00:00+00:00,7.347100258,7.365143776,7.371868134,7.228654861,7.275230885,300883574
2005-07-06 00:00:00+00:00,7.242997646,7.260785103,7.41221714,7.257297993,7.404745102,321211484
2005-07-07 00:00:00+00:00,7.342876911,7.360909939,7.367384911,7.185815811,7.207734108,428484066
2005-07-08 00:00:00+00:00,7.360020638,7.37809515,7.409727097,7.323799133,7.378592968,299422117
2005-07-11 00:00:00+00:00,7.288464546,7.306364059,7.387310982,7.24833107,7.382328987,336869956
2005-07-12 00:00:00+00:00,7.249457359,7.267261028,7.332516193,7.246089935,7.307360172,235475323
2005-07-13 00:00:00+00:00,7.425364971,7.443600178,7.453063965,7.275230885,7.285441875,459230882
2005-07-14 00:00:00+00:00,7.475800991,7.494160175,7.640112877,7.473736763,7.604994774,428307406
2005-07-15 00:00:00+00:00,7.483254433,7.501632214,7.556675911,7.466514111,7.502877235,338801168
2005-07-18 00:00:00+00:00,7.442258835,7.460536003,7.519316196,7.415953159,7.47199297,249242734
2005-07-19 00:00:00+00:00,7.699659824,7.718568802,7.729776859,7.516825199,7.524297237,506748324
2005-07-20 00:00:00+00:00,7.7518363,7.77087307,7.786066055,7.516825199,7.610723019,574561556
2005-07-21 00:00:00+00:00,7.80003643,7.819191933,7.915330887,7.751196861,7.821930885,794543021
2005-07-22 00:00:00+00:00,7.513317585,7.531768799,7.70238018,7.380586147,7.630648136,938978379
2005-07-25 00:00:00+00:00,7.350579262,7.368630886,7.553936005,7.346464157,7.53151989,387800142
2005-07-26 00:00:00+00:00,7.356541634,7.37460804,7.422180176,7.274981976,7.347709179,394147846
2005-07-27 00:00:00+00:00,7.377412796,7.395530224,7.427907944,7.282702923,7.415703773,289798178
2005-07-28 00:00:00+00:00,7.292191505,7.310100079,7.407485008,7.304619789,7.407485008,237912424
2005-07-29 00:00:00+00:00,7.149578094,7.167136192,7.293662071,7.147957802,7.276226997,335785908
2005-08-01 00:00:00+00:00,7.245233536,7.263026237,7.285192966,7.175603867,7.176102161,227344963
2005-08-02 00:00:00+00:00,7.433563232,7.451818943,7.460038185,7.250822067,7.262776852,292701018
2005-08-03 00:00:00+00:00,7.386604786,7.404745102,7.465019226,7.36240387,7.422180176,238113174
2005-08-04 00:00:00+00:00,7.397288799,7.415454865,7.447085857,7.35368681,7.361158848,210245108
2005-08-05 00:00:00+00:00,7.263618946,7.281456947,7.434882164,7.255554199,7.409727097,238478538
2005-08-08 00:00:00+00:00,7.236289024,7.254059792,7.363648891,7.235130787,7.312591076,179943955
2005-08-09 00:00:00+00:00,7.244239807,7.262030125,7.289677143,7.185815811,7.271743774,232038489
2005-08-10 00:00:00+00:00,7.09789896,7.115330219,7.280959129,7.095405102,7.255304813,276191367
2005-08-11 00:00:00+00:00,7.057400227,7.074731827,7.137745857,6.989302158,7.120560169,301722708
2005-08-12 00:00:00+00:00,7.198275566,7.215952873,7.227908134,7.014707088,7.057547092,264423423
2005-08-15 00:00:00+00:00,7.056158066,7.073486805,7.291917801,7.067758083,7.217945099,328213631
2005-08-16 00:00:00+00:00,7.097153664,7.114583015,7.167882919,7.057047844,7.095405102,285433881
2005-08-17 00:00:00+00:00,7.083488464,7.100883961,7.137496948,7.073486805,7.111095905,155914222
2005-08-18 00:00:00+00:00,6.956527233,6.973610878,6.98631382,6.849327087,6.871992111,476692087
2005-08-19 00:00:00+00:00,6.956775188,6.973859787,7.009974957,6.964396,6.99851799,222547046
2005-08-22 00:00:00+00:00,6.807949543,6.824668884,7.010472775,6.808230877,7.004744053,273541472
2005-08-23 00:00:00+00:00,6.946340084,6.963398933,6.967384815,6.827408791,6.878219128,233740846
2005-08-24 00:00:00+00:00,7.020628929,7.03786993,7.092166901,6.88544178,6.913337231,345012362
2005-08-25 00:00:00+00:00,7.021125317,7.038368225,7.073486805,6.97311306,7.037372112,175720183
2005-08-26 00:00:00+00:00,7.045722961,7.063025951,7.098892212,7.040112019,7.060534954,150775031
2005-08-29 00:00:00+00:00,7.166720867,7.184320927,7.201008797,7.029651165,7.029651165,237005036
2005-08-30 00:00:00+00:00,7.137403965,7.154932022,7.21072197,7.120310783,7.157919884,192398464
2005-08-31 00:00:00+00:00,7.105849266,7.123300076,7.185566902,7.082452774,7.178842068,202114747
2005-09-01 00:00:00+00:00,7.112061024,7.129527092,7.16065979,7.098392963,7.121058941,110095123
2005-09-02 00:00:00+00:00,7.166720867,7.184320927,7.222678185,7.134259224,7.136003017,137894934
2005-09-06 00:00:00+00:00,7.13342762,7.15094614,7.207734108,7.143225193,7.198019981,169123549
2005-09-07 00:00:00+00:00,7.326230049,7.344222069,7.359912872,7.105367184,7.120560169,301104399
2005-09-08 00:00:00+00:00,7.339149952,7.35717392,7.454060078,7.306612968,7.343225956,265523531
2005-09-09 00:00:00+00:00,7.431078434,7.449327946,7.449576855,7.386313915,7.404246807,176278267
2005-09-12 00:00:00+00:00,7.69568491,7.714583874,7.756426811,7.496900082,7.515580177,417017246
2005-09-13 00:00:00+00:00,7.743885994,7.762903214,7.858792782,7.625667095,7.696153164,413540262
2005-09-14 00:00:00+00:00,7.528224945,7.546712875,7.802752972,7.479465008,7.689427853,452722579
2005-09-15 00:00:00+00:00,7.518784523,7.537249088,7.640112877,7.419938087,7.460038185,620966845
2005-09-16 00:00:00+00:00,7.458656788,7.47697401,7.584073067,7.468754768,7.572117805,304328438
